block_number,block_timestamp_utc,transaction_index,transaction_hash,method,call_scope,tx_from_address,tx_to_address,transfer_log_count,classification,burn_log_count,burn_raw_value,nonburn_raw_value
8943527,2019-11-16 08:59:24 UTC,228,0x0a43c8fed129b7a301b2167d0b3446afc06dc0fb5b3a24641bb35e1f69ba85e8,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943533,2019-11-16 09:01:12 UTC,159,0x4c0203b0d46ee98f4ba65c197d2b7796c0aa925ec84f31af9fe6f79ec13c3cfb,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943534,2019-11-16 09:01:24 UTC,91,0x7a8990fb4239a1dc66b4530ce42cda2a920c8db5c38b6b7fd2645b859feeea38,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943534,2019-11-16 09:01:24 UTC,92,0x7f3d38fad40d557d0e35a2f857049bd01c4544320f6207cf843c70494ba8bdce,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943534,2019-11-16 09:01:24 UTC,93,0x33fb9a2a4909062a812bf720c3f6e36cc2f315e5c794c2510a85f4b62f3f46b0,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943534,2019-11-16 09:01:24 UTC,94,0xd33eca3a41f56b00dd3c51de977825566ce0033053bd6afc33fa56872f0b52ef,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943534,2019-11-16 09:01:24 UTC,95,0xefcd8843bd8bd8625f10547c3cb5506dbf5701728653bead53743b3c0863061f,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943534,2019-11-16 09:01:24 UTC,96,0xc4569434e32c5e972a795dabbcd261d67e5fb8a5ef1687159dc9579d5fbe275a,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943535,2019-11-16 09:01:38 UTC,122,0xce00e2c86921750df57aca0117b3556999525a102b639368fcbc836c9ea6d2d5,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943535,2019-11-16 09:01:38 UTC,123,0x4b367918a91ace5864f0639d89a7a18e0edef0f340bbe6e6185cc1e83f003f8a,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943535,2019-11-16 09:01:38 UTC,124,0x2bb2c19a40c00f66023b90dc9b89b279dc1c21af38d4deb0cbe183dffa4dd062,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943535,2019-11-16 09:01:38 UTC,125,0xd8d53da6d60cd461b65258ccd69719337175d72c3b2229d5679a4ab212a0b90f,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943649,2019-11-16 09:34:27 UTC,43,0xfffcc4fc311557f5e49d51ceea29cd423330358f4a8f51e6ff83c13da049d04c,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943649,2019-11-16 09:34:27 UTC,44,0x317698ced7f9e5ca9b5eab6463102d879ad86af52200c54c4e8deae8097174d9,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943659,2019-11-16 09:37:36 UTC,127,0xf4b4bf617595743870247e7c8d2f63c933353e9d99be568cd662e14f600ee257,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943659,2019-11-16 09:37:36 UTC,128,0xfa0ff4a90500f2ea7f2b5484db28a0a6a869c8cbd795939f42c317847af252e1,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943661,2019-11-16 09:38:44 UTC,153,0x302b27548df0f0abf0e3d52c9fb4b3c4a9b5bfed1e4f24525a26090074a3c5da,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943661,2019-11-16 09:38:44 UTC,154,0x46b428c48558dca1decdf125f0d66e5cf8b874f7318d61dc006fc68f096e2995,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943665,2019-11-16 09:39:28 UTC,165,0xbe8bdf59354dd31eb0d7d8709c49377e9ae7539229db83418e608ca6f412c8de,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943665,2019-11-16 09:39:28 UTC,166,0x1f5ef96ab15c5971f9ecd1514c395a0335ab2169a5811093ba5045b2eaf552ff,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943667,2019-11-16 09:39:53 UTC,152,0x18504feca3a7d7776d47e1d867aa749de997bc82e45efed39afc660b21b588d9,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
