block_number,block_timestamp_utc,transaction_hash,transaction_index,method,call_scope,counter_relevant,direct_transfer_ordinal,transfer_from_ordinal,random_before,random_after,counter_action,counter_certainty_before,counter_certainty_after,expected_full_burn_from_counter,observed_full_burn_candidate,classification,burn_log_count,burn_raw_value,nonburn_raw_value
8943718,2019-11-16 09:49:42 UTC,0x85cda924859614e379569dd4d3a3898f04edd4588a183f6bc7293ccdac2aee09,42,"transfer(address,uint256)",direct_contract_call,True,85,,84,85,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943718,2019-11-16 09:49:42 UTC,0x384d315feb133ff34109ec19df0a71371c07b94c178eaebc054e5b7662bbb226,43,"transfer(address,uint256)",direct_contract_call,True,86,,85,86,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943718,2019-11-16 09:49:42 UTC,0x759417af7af9978a727b4e7be07a240bb7ed1fedd9b6c7623ea8132ed383a222,44,"transfer(address,uint256)",direct_contract_call,True,87,,86,87,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943720,2019-11-16 09:49:53 UTC,0x964e6592e3351cd766938d1f0f171553e26bbf5cc656e1232e318fa662d18dd9,47,"transfer(address,uint256)",direct_contract_call,True,88,,87,88,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943720,2019-11-16 09:49:53 UTC,0x23a28d16a7b051f08b2e4fea0d20f40195ad16eeaaac2031d455895d34be43c6,48,"transfer(address,uint256)",direct_contract_call,True,89,,88,89,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943722,2019-11-16 09:50:06 UTC,0x496510dad2842d4d5e390129acb3b62f38bc06a7e20c35c76495bf8ea3897758,129,"transfer(address,uint256)",direct_contract_call,True,90,,89,90,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943722,2019-11-16 09:50:06 UTC,0xe4e60d8e5db35afe21eeffa05073c17d4cea612b7f90a0f110153728d3a1d6a9,130,"transfer(address,uint256)",direct_contract_call,True,91,,90,91,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943737,2019-11-16 09:54:19 UTC,0x9bfc0a64377d08d3887710a7c2839db7d4ac826b91ab4cd1640677ecefd5025a,69,"transfer(address,uint256)",direct_contract_call,True,92,,91,92,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943737,2019-11-16 09:54:19 UTC,0x21d33c5651010e0fc79400bd09027a7fc8609da688c990c83287c8c7b8686bad,70,"transfer(address,uint256)",direct_contract_call,True,93,,92,93,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943737,2019-11-16 09:54:19 UTC,0x793e378c9ebab62dfcf36c6b9c7c7161081b9e1dcc8d9928aeb34e5507ceb777,71,"transfer(address,uint256)",direct_contract_call,True,94,,93,94,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943737,2019-11-16 09:54:19 UTC,0xc68a4d20b16edd09eb4791b39f832cf6baf452a285a9a0473b9b489fa4a79846,72,"transfer(address,uint256)",direct_contract_call,True,95,,94,95,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943738,2019-11-16 09:54:30 UTC,0x7dd31e4f2f4dd32768ee45a55cf2e3f8693573dd3cdef00176145672d59b6070,163,"transfer(address,uint256)",direct_contract_call,True,96,,95,96,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943738,2019-11-16 09:54:30 UTC,0x15defc80f2140efe3a88364f317e619403235c730ef3ab4968a9342250d73d97,164,"transfer(address,uint256)",direct_contract_call,True,97,,96,97,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943738,2019-11-16 09:54:30 UTC,0x21a2e9f0c844d218f487d2c9cf2c2d68af5f7c7b9ec5d58b1961e0caaecb03dd,165,"transfer(address,uint256)",direct_contract_call,True,98,,97,98,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943738,2019-11-16 09:54:30 UTC,0x9d2e9bd6365ecac7434cfe82a996bdfcef278bdfb5cc3337da78cfd74706e002,166,"transfer(address,uint256)",direct_contract_call,True,99,,98,99,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943739,2019-11-16 09:54:41 UTC,0x02b412ed861617a5d9a23479e472f6f20030d645d6f967ee9a013b91304fc0a4,24,"transfer(address,uint256)",direct_contract_call,True,100,,99,100,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943739,2019-11-16 09:54:41 UTC,0x9d81da2e3a66f558eb5461c4a16732780956b3d590b6bf0b65784e2b18d1b41d,25,"transfer(address,uint256)",direct_contract_call,True,101,,100,101,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943742,2019-11-16 09:55:44 UTC,0xcc33c3a16b4c66669000d7321642712004392f7fadefb1b261e4779f57a07ebe,146,"transfer(address,uint256)",direct_contract_call,True,102,,101,102,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943743,2019-11-16 09:55:49 UTC,0x0875e3774b548d17a4f4ae056301540b999ccf84e3ba08f484c9cce38da1bb56,113,"transfer(address,uint256)",direct_contract_call,True,103,,102,103,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943743,2019-11-16 09:55:49 UTC,0xe19e278e4b33351b049a36f0487b5fc625e20eb95e16a1138beb80f6a01aa402,114,"transfer(address,uint256)",direct_contract_call,True,104,,103,104,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943743,2019-11-16 09:55:49 UTC,0xd07b3eceeec345fe4728f11f9a9603d46bb0d43ff2ec185e38b84220e04b5504,115,"transfer(address,uint256)",direct_contract_call,True,105,,104,105,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943745,2019-11-16 09:55:58 UTC,0x1b8123acfdce3e7620094bd4df3950617ecb9ad687e0e6c2acd4c59c861aa7fe,23,"transfer(address,uint256)",direct_contract_call,True,106,,105,106,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943748,2019-11-16 09:56:29 UTC,0x22bd01aeab35ce128a677341550f34e2cf59d7843c22d5e9796a888eea080f94,96,"transfer(address,uint256)",direct_contract_call,True,107,,106,107,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943751,2019-11-16 09:56:57 UTC,0xb1ac3aeb047ffdde079cce61451bc27eec2559ebe06f6f55c694a17e9604f216,80,"transfer(address,uint256)",direct_contract_call,True,108,,107,108,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943751,2019-11-16 09:56:57 UTC,0x25d6fb4c952282e05adbf3af96cd10b023156f202bf0417ebc53a3d5ccd444ef,81,"transfer(address,uint256)",direct_contract_call,True,109,,108,109,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943751,2019-11-16 09:56:57 UTC,0xa7c3acadfddbf8ea79c28c630bdc7c66758ee2a116a622817e5696e70f7afa0f,82,"transfer(address,uint256)",direct_contract_call,True,110,,109,110,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943751,2019-11-16 09:56:57 UTC,0x28aa0bda84feed98dc0ed0695d8587aa94839b69b4bc579414f9f54f81d411ef,83,"transfer(address,uint256)",direct_contract_call,True,111,,110,111,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943751,2019-11-16 09:56:57 UTC,0x6efbb1d8430f14f2b8cdc7152542c81a4860bc55e76031aef4bdfe37fef3facf,84,"transfer(address,uint256)",direct_contract_call,True,112,,111,112,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943751,2019-11-16 09:56:57 UTC,0x09e3b49fbf1a73b2d4a6c177ae355943fc42ca48aa3f7701dc24dfed6f71d5a6,85,"transfer(address,uint256)",direct_contract_call,True,113,,112,113,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943758,2019-11-16 09:58:40 UTC,0x13c9db5f7a1fe10fd045187fe5502e628ac1905c4173e060f2ffc9fe89caa322,188,"transfer(address,uint256)",direct_contract_call,True,114,,113,114,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943766,2019-11-16 10:00:14 UTC,0xa7724842aa11e7e0eaf9da22bd99db6130f4ea72b6fda563a9263a22806763b2,59,"transfer(address,uint256)",direct_contract_call,True,115,,114,115,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943766,2019-11-16 10:00:14 UTC,0x27b274aff55d4a43e0cfdb1af1b04a4e28b8d33f82ba5b9820544d339f07e407,60,"transfer(address,uint256)",direct_contract_call,True,116,,115,116,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943768,2019-11-16 10:00:19 UTC,0x154591b2e5f92cb1f785bba98e90d00aa545302403bae1f311a76a52605513ab,29,"transfer(address,uint256)",direct_contract_call,True,117,,116,117,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943768,2019-11-16 10:00:19 UTC,0x62e3fc6b2e16f2b688538fc4883048e3c4e83130e2b275ef415258ea94bd7932,30,"transfer(address,uint256)",direct_contract_call,True,118,,117,118,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943768,2019-11-16 10:00:19 UTC,0xd50eb4a751b730a74626d736f54a6e89e3c1b6f6ef4d1e1c148fb84a845daa0d,31,"transfer(address,uint256)",direct_contract_call,True,119,,118,119,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943770,2019-11-16 10:00:40 UTC,0xa6eb67bcff2848d5eb047bf4a8860de024c02f2619d4343adee6e88dba247e7d,207,"transfer(address,uint256)",direct_contract_call,True,120,,119,120,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943770,2019-11-16 10:00:40 UTC,0x83122459720e6635d09dd75d306278f7756dfcf81555db1453ab8f0746d00a5b,208,"transfer(address,uint256)",direct_contract_call,True,121,,120,121,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943771,2019-11-16 10:00:57 UTC,0x8b414cb8ed5df4ebbd91131ac0f00a2a9bf168fa312fe7aa55dd852f0fedaebe,40,"transfer(address,uint256)",direct_contract_call,True,122,,121,122,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943774,2019-11-16 10:01:39 UTC,0x81969f010744d2258eb2b990e61759dcc5028c396d7d6cf66d2f3907e36352bf,64,"transfer(address,uint256)",direct_contract_call,True,123,,122,123,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943774,2019-11-16 10:01:39 UTC,0x2b84da6e37fbc9cd5fd843746655c9efb645bc61cc1a1154a1436612fdb5a6ca,65,"transfer(address,uint256)",direct_contract_call,True,124,,123,124,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943778,2019-11-16 10:02:09 UTC,0xb82d7535cab49b4114d1faef3b2d74c18a3c336036b6c4c943b17563efbf4c9b,126,"transfer(address,uint256)",direct_contract_call,True,125,,124,125,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943778,2019-11-16 10:02:09 UTC,0xd62b32af93344d17c26196b0cb958ccdf961e7a689f799268019cd3306e60459,127,"transfer(address,uint256)",direct_contract_call,True,126,,125,126,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943779,2019-11-16 10:02:16 UTC,0xffb5e752d543da6ba48eb8a33009fcc98854b743d2e73ff1ebadcfaf54bad221,145,"transfer(address,uint256)",direct_contract_call,True,127,,126,127,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943779,2019-11-16 10:02:16 UTC,0xa075a16994dc02c8903c110597c2abe73c7d45ee4f25453159f6af3f39cb1996,146,"transfer(address,uint256)",direct_contract_call,True,128,,127,128,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943779,2019-11-16 10:02:16 UTC,0xb1051df2bd1ab5e8d5abcb2d6cd063fa9565917baee0dc57775d9a3b9c42e484,147,"transfer(address,uint256)",direct_contract_call,True,129,,128,129,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943784,2019-11-16 10:03:59 UTC,0x254bfc9f68598eb7d3e3fb96e03f6bf394678876cf832a662720a60a741f61df,142,"transfer(address,uint256)",direct_contract_call,True,130,,129,130,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943784,2019-11-16 10:03:59 UTC,0xdc70a337d58b024fba94b6b76dd18f2dd0cfaf10fa0dd90a604a46992c522c4f,143,"transfer(address,uint256)",direct_contract_call,True,131,,130,131,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943784,2019-11-16 10:03:59 UTC,0xc9a7731e10004b068619b951a52e1dbdd979b41385362aa7aeeab9210e5742cd,144,"transfer(address,uint256)",direct_contract_call,True,132,,131,132,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943786,2019-11-16 10:04:28 UTC,0x032c9b1e875c49cbb31fa92131c3efb25e43ae97196fa75224f9a37c01a99afe,74,"transfer(address,uint256)",direct_contract_call,True,133,,132,133,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943786,2019-11-16 10:04:28 UTC,0xa24ceb6ad6ebe818d36b31dd6eb5caf8fd7b1d894b524a6c620ac69f5e9bd249,75,"transfer(address,uint256)",direct_contract_call,True,134,,133,134,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943789,2019-11-16 10:04:33 UTC,0x5cfa68425d6df58de40b62425334e0aff9bf4a6876fddb41e648cd3b3fe4791a,16,"transfer(address,uint256)",direct_contract_call,True,135,,134,135,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943789,2019-11-16 10:04:33 UTC,0xfd552ab9a4b87266897af7328c7ec91ea0cdb7f0104041383946ea84b8175dd3,17,"transfer(address,uint256)",direct_contract_call,True,136,,135,136,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943794,2019-11-16 10:05:50 UTC,0x1f4cad30f532679738cc018318b832aacdb16c231236dcd4729dfca0a037735b,15,"transfer(address,uint256)",direct_contract_call,True,137,,136,137,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943795,2019-11-16 10:05:56 UTC,0x9739fd5d75239979556f343c9351965d3df438bb0e86d98cd3bf761e53aa662e,85,"transfer(address,uint256)",direct_contract_call,True,138,,137,138,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943796,2019-11-16 10:06:02 UTC,0x525b845ef1950be679af9c30455d0742aedd4b12c23a156020751c2655495ad6,106,"transfer(address,uint256)",direct_contract_call,True,139,,138,139,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943796,2019-11-16 10:06:02 UTC,0xd5a86b111b5aef0344f3c5ef35067bbb4e17a9c39ee034b633b9bee882fddd18,107,"transfer(address,uint256)",direct_contract_call,True,140,,139,140,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943796,2019-11-16 10:06:02 UTC,0x1f2a9a12921e08a31e8eadc4365902038190ec76c76a41c1747f30860df7eba4,108,"transfer(address,uint256)",direct_contract_call,True,141,,140,141,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943797,2019-11-16 10:06:08 UTC,0x2bd4e7bbfa79f2cb0bbba8cab85c1c99ba197f791d468129ab6201c8b32fc9ea,44,"transfer(address,uint256)",direct_contract_call,True,142,,141,142,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943797,2019-11-16 10:06:08 UTC,0xeee62cbf069affd61161983a2130a22ea076251312737264369ede9d6c44ddba,45,"transfer(address,uint256)",direct_contract_call,True,143,,142,143,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943798,2019-11-16 10:06:12 UTC,0x12ccc772976e29f1d6bf54ac44b9cb51dc86200510fe3fdc70344b5ef82f8793,67,"transfer(address,uint256)",direct_contract_call,True,144,,143,144,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943798,2019-11-16 10:06:12 UTC,0x4b20a6271afe689cf1967f63c880fd78df9307f828f6e349bd053de4974b0e03,68,"transfer(address,uint256)",direct_contract_call,True,145,,144,145,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943798,2019-11-16 10:06:12 UTC,0x7035aae25080474489365f87beb239eec73e2c565a27e58f4574c074f195791d,69,"transfer(address,uint256)",direct_contract_call,True,146,,145,146,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943798,2019-11-16 10:06:12 UTC,0xa664b33533f781533a20ae6f94cc58e007715c1788ca0e8ac65cd7788b586666,70,"transfer(address,uint256)",direct_contract_call,True,147,,146,147,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943799,2019-11-16 10:06:24 UTC,0xeb207be804e08ff00163bdd5ad6438217c3254e8b16ea7c927f272fbab9223f5,157,"transfer(address,uint256)",direct_contract_call,True,148,,147,148,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943801,2019-11-16 10:06:50 UTC,0x8e648fca1f7fdbe846134a3b01774077b2a4d3e20baddc2538cb44fb5efa303a,23,"transfer(address,uint256)",direct_contract_call,True,149,,148,149,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943801,2019-11-16 10:06:50 UTC,0x9fa1bf6d0d52f4aa731f9352b041065a2f08c941f7e55129acefcf522e5b3256,24,"transfer(address,uint256)",direct_contract_call,True,150,,149,150,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943803,2019-11-16 10:07:18 UTC,0xe0d42402cc1c36b192bf4aa983e958a6755a349ce14775b740e6c6c122f46013,54,"transfer(address,uint256)",direct_contract_call,True,151,,150,151,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943804,2019-11-16 10:07:21 UTC,0x51591b940a2825d2166d4b85467fb4bc317fd48d31032d5701637a9b3141e30f,104,"transfer(address,uint256)",direct_contract_call,True,152,,151,152,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943806,2019-11-16 10:07:38 UTC,0x3adfb33be4ff909a3171ddafce7a6bdb195fcde28096b8854ed29fc2902b2774,16,"transfer(address,uint256)",direct_contract_call,True,153,,152,153,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943806,2019-11-16 10:07:38 UTC,0x7faafb212a82ebd8613f9b1f5d9432b4756a948b42655003ffb7207b98d0cd0f,17,"transfer(address,uint256)",direct_contract_call,True,154,,153,154,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943807,2019-11-16 10:07:44 UTC,0xd0a625b33a2690191c3950f2a5ccb86593a0d5bb1da03846016ef26cd94e636a,85,"transfer(address,uint256)",direct_contract_call,True,155,,154,155,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943807,2019-11-16 10:07:44 UTC,0x944c10c719c179bf6296bd30c69be69a239f79dc82dec5b187282cf89012d1e1,86,"transfer(address,uint256)",direct_contract_call,True,156,,155,156,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943809,2019-11-16 10:07:52 UTC,0x37606c19bb09886bce9fa6a348c76c1bb6571b4b593bdc375ef890061b8f5cf9,28,"transfer(address,uint256)",direct_contract_call,True,157,,156,157,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943809,2019-11-16 10:07:52 UTC,0xa5c17fac55d2ef84aa1304066e4cde9cd443ce4af42aee84cd2ff0b69f2ba43b,29,"transfer(address,uint256)",direct_contract_call,True,158,,157,158,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943811,2019-11-16 10:08:03 UTC,0x61e17aa1a24bf1684f90fce7178e8fa3fd77061024d6b06675c1302d7a3ec18e,72,"transfer(address,uint256)",direct_contract_call,True,159,,158,159,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943814,2019-11-16 10:09:01 UTC,0xd40aa66e275b9be17e289866917e294fa3ef4a0aee5ad5ce7eea43f35fd60332,16,"transfer(address,uint256)",direct_contract_call,True,160,,159,160,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943814,2019-11-16 10:09:01 UTC,0x799255ac289d5cb21676518ded83d4bf379bdfc82d9c41d16a885855c50818d9,17,"transfer(address,uint256)",direct_contract_call,True,161,,160,161,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943816,2019-11-16 10:09:19 UTC,0xbbabe191a3da5ca88784d748b318e40e926566bb57c0339c270d0d6167b0a8fd,98,"transfer(address,uint256)",direct_contract_call,True,162,,161,162,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943816,2019-11-16 10:09:19 UTC,0x80d75d39f6a8715d86b5de8ac78de92b3af76b75699ec00b56f454649955b9cf,99,"transfer(address,uint256)",direct_contract_call,True,163,,162,163,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943818,2019-11-16 10:09:23 UTC,0x76e76279d6c76b9a9e4e81ec0d7556f92ff0e42aec6ce26748d7b07874e6e9f1,26,"transfer(address,uint256)",direct_contract_call,True,164,,163,164,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943818,2019-11-16 10:09:23 UTC,0x8613915989e3c9201ed8a7941728739dd0e9f0a809c46587d120423cf2cd3b97,27,"transfer(address,uint256)",direct_contract_call,True,165,,164,165,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943822,2019-11-16 10:10:44 UTC,0xa6fa570cbe75b1dcb5d84f9bd44178e9bce6fff83180d1e71fee6707071ed5f1,166,"transfer(address,uint256)",direct_contract_call,True,166,,165,166,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943824,2019-11-16 10:11:27 UTC,0xc7681805fe7ebf42c897c4122b48bd813934c271f23daabf1e99fd11e0b113c5,167,"transfer(address,uint256)",direct_contract_call,True,167,,166,167,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943824,2019-11-16 10:11:27 UTC,0xbddc8dbc00c57e865198bf5db870d12a99d8cca063cfad13c3f059e90dd8b3a1,168,"transfer(address,uint256)",direct_contract_call,True,168,,167,168,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943824,2019-11-16 10:11:27 UTC,0xf06a175fcd9dfafad9b940b3b2bae5c28e4befe65db923ef8d4bfe4dd6607aac,169,"transfer(address,uint256)",direct_contract_call,True,169,,168,169,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943825,2019-11-16 10:11:35 UTC,0xfbab65dd9ec8f66b2df0d00cb33802fc42bd8b32909f0712c81b266a45783dd1,31,"transfer(address,uint256)",direct_contract_call,True,170,,169,170,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943826,2019-11-16 10:11:42 UTC,0xd3f98d0aa26b402d72f530174fb28d208ac35470ee1ce634944267e161a9c1a6,18,"transfer(address,uint256)",direct_contract_call,True,171,,170,171,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943827,2019-11-16 10:11:56 UTC,0xabca434d6e3d4edb5485ddf94ba39da67c16789905a83810824a3f55a67a8530,60,"transfer(address,uint256)",direct_contract_call,True,172,,171,172,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943831,2019-11-16 10:13:07 UTC,0x0ef0899cd6aa8bb8a69285a7da886c8104b93bb74e658af376c162aed3aad658,91,"transfer(address,uint256)",direct_contract_call,True,173,,172,173,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943833,2019-11-16 10:13:53 UTC,0xfbeca3e49d0fb35938904a6d6ac1c1caf23b20b0ff73d35614d1a9cb45ef927a,46,"transfer(address,uint256)",direct_contract_call,True,174,,173,174,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943833,2019-11-16 10:13:53 UTC,0x152c8c81cd2b5edcc7d3cf150e1f1ce2f507fb20f5fa42bf308bf047f53a0887,47,"transfer(address,uint256)",direct_contract_call,True,175,,174,175,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943835,2019-11-16 10:14:36 UTC,0x289e87c3807c65a6b55aeb8f3e46b81ec6ad476d4c528165cdd7335d01bf180e,86,"transfer(address,uint256)",direct_contract_call,True,176,,175,176,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943835,2019-11-16 10:14:36 UTC,0xa8530797585dce1bcb57d48b8920ee8cf00b7dd3cce28f288611d0520aed0836,87,"transfer(address,uint256)",direct_contract_call,True,177,,176,177,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943836,2019-11-16 10:14:39 UTC,0x77dbf975903e1ace273005f98d8f41e09294e11b6f1bc1674952485e5e71c2d1,119,"transfer(address,uint256)",direct_contract_call,True,178,,177,178,increment,exact,exact,False,False,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
